Year,Portfolio1,Portfolio2,Portfolio3,Portfolio4,Portfolio5,Portfolio6,Portfolio7,Portfolio8,Portfolio9,Portfolio10,Portfolio11,Portfolio12,Portfolio13,Portfolio14,Portfolio15,Portfolio16,Portfolio17,Portfolio18,Portfolio19,Portfolio20,Portfolio21,Portfolio22,Portfolio23,Portfolio24,Portfolio25,Portfolio26,Portfolio27,Portfolio28,Portfolio29,Portfolio30,Portfolio31,Portfolio32
1969.916667,-9.3658,-3.9408,-7.9697,-2.7658,-4.9102,-4.6241,-3.1545,-7.7246,-9.4323,-5.2681,-5.2637,-2.8804,-7.1201,-4.5661,-5.0228,-14.4068,-0.023,1.4617,0.1908,0.7718,-1.8437,0.2813,-1.2164,-3.0783,-0.2826,-1.8552,-2.6426,-1.9629,-2.6856,-5.1709,-5.8734,4
1970,0.4962,-5.7887,-7.7752,-7.4912,-3.818,-5.6128,-6.3422,-6.3447,-3.4298,-3.053,-3.7614,-1.684,-1.9931,-2.7897,0.0749,-4.0404,-17.4844,-10.2052,-7.9649,-8.096,-13.1285,-8.1159,-5.6084,-7.8219,-9.0339,-10.3332,-7.7424,-9.2406,-7.5781,-3.7124,-10.141,0
1970.083333,0.566,2.7192,1.8538,3.5988,5.271,4.6454,1.6572,3.4304,3.6013,5.0957,4.9736,1.8628,5.5709,5.8565,4.0966,-18.9474,6.6869,5.2113,4.1102,3.3337,6.57,6.5578,4.4126,8.0305,10.8165,5.0599,7.7807,2.4334,7.86,8.5907,7.9367,-5.7692
1970.166667,-8.0855,-5.4697,-4.0101,-5.0616,-2.8133,-4.2221,1.0316,-0.9238,-1.0679,-0.1403,1.5666,0.7679,1.5343,-0.9492,1.911,4.5455,-6.5349,-6.3007,-5.556,-1.8616,-0.9104,1.7497,0.6494,2.2002,0.1854,2.3872,0.2845,-1.3756,0.0954,1.7619,3.808,-12.2449
1970.25,-24.5873,-22.9357,-18.7655,-19.6721,-19.9225,-15.6086,-12.2213,-14.5094,-14.3663,-10.816,-10.107,-8.1332,-11.8713,-10.0011,-6.9012,-6.8323,-30.4884,-11.5938,-10.3637,-11.2034,-16.5493,-9.9933,-9.8647,-7.1345,-8.7455,-8.894,-9.1792,-5.7525,-7.289,-7.698,-6.2918,-2.3256
1970.333333,-8.7655,-12.9138,-13.0529,-11.1715,-13.2092,-11.6545,-9.6713,-8.9086,-11.6965,-8.8931,-7.6258,-4.7744,-8.2191,-9.7552,-4.9591,-5.3333,-18.2555,-7.1645,-14.0163,-7.8925,-11.6314,-8.8061,-6.3755,-4.3915,-2.3724,-0.9172,-4.4421,-0.7752,-3.8268,-4.1791,-4.9193,-19.0476
1970.416667,-10.5761,-11.1785,-7.4617,-8.4175,-9.4892,-8.6415,-6.6555,-3.6429,-9.2468,-6.855,-5.6717,-2.6316,-6.5054,-4.551,-5.5807,-6.4789,-11.0856,-4.3736,-5.5091,-6.3977,-7.5598,-6.6107,-2.227,-4.8436,-1.0101,-3.8741,-0.597,3.5828,-5.7041,-8.2881,-0.9023,-17.6471
1970.5,1.7788,5.5898,7.3211,9.1378,3.8539,6.9783,7.2132,8.1311,4.159,8.7003,5.5474,9.7143,5.1739,7.4193,10.1863,1.1236,0.747,7.8987,7.4127,3.1733,8.2504,8.9362,9.7505,7.0286,10.4971,9.5642,9.3511,15.9415,8.0802,10.5588,7.9673,0.4629
1970.583333,6.0732,4.3019,8.1701,6.1873,7.0799,7.2929,5.7347,7.7061,5.6238,6.2015,7.6082,7.9423,5.8502,6.8752,6.5927,20.8649,8.4196,2.4829,3.2949,4.409,3.3793,7.1809,3.6128,7.7224,4.7709,5.1905,5.4293,9.2866,5.0948,3.3664,10.2273,2.9368
1970.666667,19.1952,20.3497,15.3333,16.1673,18.624,10.5743,10.4671,9.5117,13.1579,8.4328,6.2851,6.3952,10.7541,7.437,8.8637,12.6507,4.6082,8.6824,7.4294,7.9002,9.3265,5.1956,0.3404,0.3053,0.8365,1.3909,0.4454,-0.2201,4.2259,-0.0323,1.6918,10.9022
1970.75,-13.2601,-9.5874,-3.6742,-5.669,-13.3183,-6.9582,-5.4688,-6.3351,-8.6076,-5.8507,-4.6217,-1.306,-3.6959,-1.8275,-2.625,-14.3632,-4.3248,-1.8968,-0.2422,-0.0494,-4.1964,-2.8817,-0.4533,-1.7583,0.6816,-0.4724,-0.4173,-7.6786,-2.2304,-3.4537,-5.01,-6.9883
1970.833333,-3.6645,-2.267,-0.3082,2.3267,-2.1124,2.6842,1.4715,3.49,-1.7913,3.6536,4.0508,6.3758,1.3714,1.7225,4.196,0.2834,4.5054,9.0818,4.9008,4.4577,3.2812,4.2731,5.1499,7.4345,4.459,5.459,6.4009,9.0503,5.7263,6.2058,5.4919,7.4884
1970.916667,3.1118,6.9191,8.4288,9.0144,6.9856,8.4556,10.9386,10.2593,10.8722,9.7827,9.5397,8.0147,9.9465,7.089,9.2684,10.7965,5.8669,1.9132,3.7235,5.4696,7.4236,8.0049,7.6645,5.8025,5.0949,5.8819,8.0983,9.6587,6.3383,7.2492,7.7775,11.2455
1971,14.5077,9.198,12.0757,9.7833,22.5857,12.7958,12.613,9.3225,12.5426,10.9521,10.6252,13.2375,14.7695,10.4532,17.3841,23.7517,4.2267,5.6751,6.0867,3.5275,7.7242,6.4238,2.9577,5.231,2.2928,0.5398,4.1628,3.8093,5.1045,7.1238,7.7796,18.7986
1971.083333,6.5109,5.7321,4.036,4.2876,2.9678,4.1095,2.1338,6.2255,3.579,1.7646,2.1658,2.4394,2.777,3.4425,3.0335,-0.2418,0.4464,0.43,4.4297,2.3136,0.2825,0.0134,0.7083,1.2231,2.5333,3.0489,0.5704,0.1613,1.4533,-3.0999,3.5073,4.1366
1971.166667,7.4718,8.0019,8.6218,9.4354,6.3368,5.5161,5.0072,5.2841,7.2851,4.4425,3.4498,5.1831,2.6093,4.7565,6.029,8.2201,13.209,6.5236,5.276,6.0133,6.3934,2.9815,4.6838,3.265,4.1149,3.6217,3.3855,8.1771,2.11,0.2944,4.7258,0.6142
1971.25,2.8629,5.5689,2.519,3.1526,3.9584,1.4404,5.8505,1.4031,5.356,4.7018,1.9263,1.5905,4.5355,4.762,1.6472,6.2769,-0.7487,4.5944,5.2411,3.1678,6.1195,2.4219,2.7008,6.4917,3.4889,1.2127,1.4692,1.5986,5.4284,1.3736,7.5544,0.933
1971.333333,-7.5831,-4.2967,-4.0964,-3.2368,-7.2978,-7.633,-5.6725,-6.2954,-4.9178,-3.8328,-4.465,-2.609,-4.927,-7.4357,-1.9958,-13.0608,-1.3525,-0.6253,-0.895,-3.4316,-5.1298,-3.6375,-3.0876,-3.7702,-5.9194,-3.5551,-3.598,-4.1669,-4.7567,-5.1734,-3.5048,2.6881
1971.416667,-3.7301,-0.6238,-2.2327,1.8711,-3.506,-0.4859,-1.4746,-1.0064,-3.3056,-0.0559,-1.7772,-1.3016,-2.8815,-1.8054,-1.8739,-4.8593,3.2387,-1.2687,3.4917,0.4937,-2.0296,1.0685,2.4597,-2.6394,0.4763,0.4673,0.8632,0.6028,-0.266,0.5347,-0.441,0.7549
1971.5,-5.312,-5.272,-6.3094,-5.471,-8.7831,-4.9532,-4.0442,-5.6698,-6.6215,-5.4661,-4.4105,-9.0399,-6.0109,-5.263,-5.9946,-5.6531,2.9298,-4.883,-4.4655,-4.6823,-3.8143,-3.9947,-2.8032,-4.0636,-4.2158,-4.2316,-1.3633,-6.2438,-4.8187,-3.9118,-2.4495,-11.3368
1971.583333,0.8152,0.0238,4.8464,5.2451,-0.8515,3.7964,4.2714,3.1126,8.495,5.6764,3.4064,6.6089,7.8139,6.2956,1.4791,12.3695,1.2624,7.4213,6.8126,4.6707,7.2459,6.9877,3.4158,5.6087,0.6726,0.5291,-1.5877,4.4829,7.5901,2.507,5.3595,10.6432
1971.666667,0.1898,-1.6526,0.8811,0.4281,0.7232,-2.7649,-0.1546,0.4931,-1.41,-0.1799,-0.2463,0.5712,-4.7112,-2.8559,0.6669,-3.601,2.4885,0.0557,-0.0768,0.9513,0.4737,-0.5783,0.1002,-0.4173,-0.9946,-0.9334,-1.5299,-4.4992,-2.5682,-1.1962,-1.005,-2.8706
1971.75,-11.0267,-7.0373,-4.6628,-5.7051,-6.0295,-1.2076,-3.4344,-4.8231,-6.8453,-5.4704,-3.3913,-6.9712,-8.4283,-6.4512,-7.114,-12.4116,-4.5351,-5.8706,-4.4968,-2.4063,-8.351,-5.8293,-2.9353,-5.2173,-3.0669,-2.7282,-3.8226,-5.652,-4.1307,-3.0463,-4.4109,-7.2893
1971.833333,-3.6526,-3.9838,-2.9615,-2.7528,-5.4523,-2.1491,-0.4424,-0.6213,-4.8218,-3.8223,-3.362,-0.4554,-4.5943,-3.8562,-3.6566,-5.4744,-2.6789,1.1604,0.5297,1.611,-1.7578,0.0028,-0.5741,1.1913,-0.0999,-1.3344,-0.125,3.5126,-2.0781,0.0678,-0.9788,2.1812
1971.916667,9.8697,16.4171,14.7299,12.9853,13.742,10.1618,9.2418,10.506,13.6018,11.0036,9.9136,12.1208,14.4757,11.445,13.404,13.7021,13.0305,9.9857,8.8235,9.6578,10.6923,6.5555,8.0638,9.5641,8.6563,9.6396,8.6537,8.7857,10.0121,7.1054,7.5621,8.4512
1972,14.3481,8.9477,6.9817,8.5701,15.0994,6.356,5.3236,6.527,11.0562,8.7753,4.7273,8.9452,13.2972,12.2148,13.5211,6.4424,4.6935,2.1292,0.4245,4.1412,0.5227,0.8969,0.946,4.053,-0.8097,-1.2378,0.6128,2.8323,4.4017,1.1592,4.909,6.4693
1972.083333,4.7555,4.0439,4.248,5.0973,3.8948,2.6389,1.9413,3.983,2.7839,1.0737,1.5213,1.0013,5.534,2.3647,4.641,-1.3422,8.8592,10.5166,4.7317,4.5525,3.8385,0.5293,4.0582,2.5248,0.5133,0.5204,2.8792,1.5283,1.7512,0.0755,-2.7833,-0.5338
1972.166667,1.7775,0.9115,1.2221,1.1956,-1.4014,1.5382,0.368,-2.7329,-0.5014,-1.3116,-1.425,1.6223,-0.8712,0.4818,-0.7411,-2.0664,1.8959,1.5854,2.719,1.8552,0.421,4.2925,1.9475,0.9628,-2.5261,-0.6198,-2.7131,-1.2953,-0.2523,-1.1456,4.3801,-1.3417
1972.25,-2.603,-0.6462,1.4954,0.7568,-1.2237,1.159,0.2271,1.1483,3.4657,1.4535,1.1267,-0.5556,0.8603,0.5934,0.3569,-3.7578,1.3704,0.471,2.6717,0.9488,4.9956,-2.7046,-0.6949,0.5987,-0.254,-0.5943,0.7043,-0.8899,1.9167,-0.4497,-1.762,-1.1231
1972.333333,-3.2067,-3.6528,-1.0067,-1.448,-4.2232,-0.4076,-0.6181,-0.9449,-2.6074,-2.7268,-1.2315,-2.5402,-2.0957,-4.2285,-1.2557,-7.1715,7.4515,4.8068,3.9454,4.0138,-0.9217,-2.4353,1.2168,1.5924,1.4491,-0.6494,2.994,1.8599,-0.5042,1.14,-4.0041,2.2689
1972.416667,-3.6216,0.6185,-4.5009,-3.402,-3.5399,-2.4549,-1.7545,-2.269,-2.9341,-2.8889,-5.0182,-3.1145,-2.2106,-3.5982,-2.9684,-5.0322,4.0421,-4.7863,-0.9211,-0.2308,-3.3002,-1.7264,-1.3319,-1.6968,-2.7125,-3.7075,-1.985,-4.9373,-5.1456,-2.7234,-4.2791,-4.3218
1972.5,-3.8642,-1.8722,-5.4015,-5.4132,-3.9656,-1.5987,-3.0921,-4,-3.7677,-0.6894,-1.4987,0.0257,-4.0443,-0.1303,-2.8735,-5.5097,-1.746,-0.533,1.1449,2.0376,-5.4124,-4.5776,0.4922,-2.0001,-2.494,-1.1296,0.9404,-1.7487,-2.9556,-0.1001,0.3457,1.6477
1972.583333,-5.2912,-2.3766,2.0967,-0.2268,2.7637,1.2921,1.9773,3.0374,0.6331,1.1339,3.1501,1.9751,3.9187,2.4631,5.3347,-5.4837,3.2872,-1.7226,2.3396,-0.0174,1.768,2.9382,4.6096,5.6754,4.3597,4.7588,7.6416,8.3823,7.6149,7.3358,12.5318,5.6113
1972.666667,-4.9061,-4.2391,-4.5185,-2.6446,-4.9517,-3.7243,-1.8074,-1.6515,-3.1673,-1.909,-2.9509,-2.6537,-4.6187,-2.9446,-5.6353,-1.5305,-1.669,-0.5371,1.0752,0.3505,-1.1831,-3.8053,-2.2007,-2.9728,-2.6172,-1.1051,-0.5007,-3.1926,-1.7497,2.4462,0.3986,-0.4433
1972.75,-5.5359,-1.4097,-3.9876,-2.3914,-0.6309,2.1819,-0.1263,1.0856,-4.1144,0.1726,0.1612,1.1347,-1.2162,-0.2653,-5.7012,0.1624,1.0022,1.6999,1.4866,0.1222,0.896,0.354,2.5507,-1.6157,0.6915,3.5005,1.5282,4.1089,1.0624,2.9567,1.966,0.6399
1972.833333,-0.0044,2.881,1.9647,5.5573,5.2663,6.0726,6.2423,5.8741,2.799,6.4435,7.4269,5.8587,8.4652,5.6732,10.1892,-0.9365,4.0954,1.0089,1.7894,1.373,5.5827,7.6994,5.5626,8.0791,8.3585,6.9259,5.6232,7.4271,8.8261,8.2979,7.901,13.126
1972.916667,-0.3643,0.3981,-0.9335,-1.052,-0.1677,-1.7172,-0.24,-1.3661,-2.9743,-3.6719,-1.109,-2.5869,-1.9818,-1.5697,-0.7231,-6.3575,9.1569,4.0742,3.6861,3.1276,-2.0697,-1.2949,1.1617,-0.033,-1.7675,-0.3877,-0.019,-1.2884,-3.2981,0.8864,0.3864,4.9992
1973,-4.3112,-9.0586,-7.6571,-6.319,-2.1526,-8.352,-5.6788,-3.5794,-4.1119,-2.2677,-2.6006,-3.8639,-4.464,-4.2044,-4.2882,-4.0598,-5.5662,-3.5791,-2.6791,-0.8011,-7.2848,-11.3083,-3.9433,-3.1885,-6.1546,-5.1344,1.0694,-5.1093,-1.0186,0.0029,0.7535,-5.1838
1973.083333,-7.9056,-8.997,-9.3815,-11.5093,-10.7981,-9.0162,-7.2092,-6.9209,-7.2238,-5.6902,-4.9399,-4.9973,-6.1759,-4.7922,-6.069,-5.2024,-7.732,-2.0421,-1.5966,-2.7146,-8.8782,-4.2923,-2.6052,-4.0349,-5.2211,-4.1041,-5.8154,-4.3867,-3.9223,-5.1812,-7.6322,-9.7254
1973.166667,-9.0733,-0.5506,-4.4248,-3.6172,-3.0014,-2.2729,-4.092,-1.8832,-2.2961,-2.1874,-0.7506,-2.3743,0.3947,-1.2394,-1.6692,1.3384,-2.3962,-5.0912,-1.8599,-0.2602,-3.1122,-5.5781,-0.7991,-1.2545,-0.5925,-0.7158,3.0248,0.7969,1.428,1.1594,2.9001,-3.0072
1973.25,-9.6597,-7.4279,-12.2785,-10.2555,-5.4811,-4.8677,-5.3405,-6.2942,-8.0884,-3.4465,-3.4422,-6.3685,-5.8341,-1.766,-4.0415,-6.9812,-8.8784,-5.0466,-5.4449,-6.5318,-12.7477,-6.6639,-5.0627,-3.4875,-4.2574,-2.1064,-1.5332,-4.8959,-2.8559,0.3079,-2.8139,-2.045
1973.333333,-9.3782,-7.916,-10.7904,-9.1464,-13.052,-6.8907,-7.0067,-5.7859,-8.7109,-6.5235,-4.8019,-4.8367,-8.2994,-7.3424,-10.2938,-15.3535,0.0085,-0.1502,0.9439,-0.5067,-4.9582,-4.6495,-0.6579,-4.6557,-0.7212,-1.208,-1.06,-1.9034,-5.0698,-1.8672,-3.2859,-4.9839
1973.416667,-2.1599,-3.5832,-3.1747,-5.7382,-5.028,-3.6049,-3.5902,-1.6159,-2.815,-1.8059,-3.059,-5.096,-2.8783,-1.3202,-3.8616,1.2393,-3.1659,-1.6502,-1.061,-0.0596,-1.5004,-2.9968,-2.8914,-0.5099,0.3258,-3.0689,1.6473,-0.1491,-1.6729,-0.2138,-0.218,-3.9473
1973.5,16.7948,16.461,15.0065,17.722,18.0603,11.7549,6.6339,11.9672,11.4664,5.9804,5.5502,9.3438,10.8304,7.9116,10.6894,13.3522,7.6466,9.0183,10.4904,4.4033,11.4551,8.6996,6.9031,6.0616,6.6155,0.61,2.0277,-0.9322,5.7384,0.1244,5.7839,4.3333
1973.583333,-2.2347,-3.0568,-4.8896,-4.5302,-3.0892,-8.3982,-4.4537,-5.7369,-6.0983,-4.5661,-4.7595,-6.5591,-2.3858,-3.0835,-3.1702,-5.7297,-7.7844,-3.8094,-4.7083,-3.1729,-2.2641,-1.1699,-0.9293,-4.3274,-0.913,-3.1549,-2.4329,-4.4483,0.1617,-3.0141,-4.959,-3.1422
1973.666667,10.3303,9.5849,11.815,10.8821,10.9924,9.4748,10.3755,7.8191,10.5692,7.9316,7.6599,7.1009,7.7977,9.4368,7.4139,8.0146,2.2682,2.7132,5.2389,-1.0574,8.8537,10.328,6.3164,8.8074,11.1736,9.1195,9.7712,7.1337,7.8626,8.8286,14.4556,11.2451
1973.75,1.0789,0.3302,-1.3947,-3.1995,2.4157,0.5034,0.3008,0.3075,-0.1482,2.0658,-0.1231,-1.4424,1.9798,0.6306,0.2071,3.7599,-4.6738,-1.4243,0.2389,0.5123,-2.3696,3.5766,0.5858,-2.7204,0.4146,0.5556,-2.2699,3.8931,1.6438,-3.4768,-6.8044,-5.6361
1973.833333,-18.6275,-23.6125,-19.2537,-23.4474,-17.8992,-20.4136,-17.5368,-18.3465,-15.2945,-15.4252,-14.8574,-17.3691,-17.5448,-16.1775,-12.8901,-19.5085,-17.6509,-14.5331,-12.6319,-10.5397,-11.1101,-10.4927,-14.7105,-17.301,-9.1574,-11.248,-17.7914,-6.6418,-9.553,-7.0104,-12.1757,-16.1232
1973.916667,-2.2789,-3.753,-4.1254,-2.2416,-0.1137,-4.4811,0.5308,-2.3258,-2.3055,0.7997,-1.1415,-4.8258,-1.1427,-1.5884,-6.5542,-1.295,-0.8168,-1.5303,-0.8927,-2.5644,-1.519,2.5697,3.1615,-0.7403,4.8465,8.9388,4.9367,6.207,7.0883,5.4328,5.8709,0.6702
1974,8.9038,6.6487,7.542,7.9983,10.2868,15.9453,9.0344,10.3786,14.6505,8.2668,11.1304,10.928,15.9337,15.018,18.7144,17.4292,2.055,4.3472,-3.5803,-2.2571,-0.5936,-5.8931,-0.2935,5.6482,-0.57,-2.6049,3.365,-6.0332,2.5812,2.4861,3.7574,8.725
1974.083333,1.8354,-2.0561,0.0022,-0.3078,-0.4723,-1.1243,-0.8579,1.5319,0.4513,0.8882,1.0736,3.1123,3.2532,2.8415,3.7723,2.8005,-2.6231,0.6002,-1.6399,-1.822,-1.2356,3.3827,1.2612,1.6184,2.1055,-0.1503,0.8736,-1.9553,2.3157,3.7999,0.2142,0.4641
1974.166667,-2.7517,-1.2651,0.0328,0.4669,-3.0447,-1.6653,0.287,1.272,-0.7278,-0.1332,0.0093,0.9873,1.2956,0.614,1.4507,-0.2917,-9.9447,-3.3542,-1.4635,-0.7507,-7.047,-4.7554,-2.8546,-1.6009,-6.7094,-1.5271,-1.3361,-2.9547,-4.5925,-3.1855,-0.4075,1.4938
1974.25,-11.5646,-6.4968,-5.956,-5.4239,-8.8876,-4.4824,-5.7185,-3.7868,-6.2513,-4.3528,-4.7841,-3.3738,-2.3259,-4.4106,-3.9278,-4.2188,-8.3562,-3.0608,-4.3783,-2.759,-8.3336,-5.7472,-4.6212,-3.4075,-7.8807,-5.9752,-2.0826,-6.3578,-6.7958,-4.9842,-3.6307,0.7823
1974.333333,-9.8723,-9.5947,-8.3683,-6.2209,-10.4816,-8.2104,-6.9496,-6.4082,-6.9848,-7.2478,-6.2913,-8.3203,-7.82,-5.8163,-4.8486,-7.2074,-18.3941,0.6727,-0.1802,0.1559,-7.7697,-5.4326,-7.1689,-2.801,-8.7751,-6.4112,-2.9692,-4.6974,-8.6516,-2.4365,-5.7612,0.9973
1974.416667,-4.5739,-5.2253,-0.989,-3.1412,-3.683,-2.7773,-2.8878,-0.0594,-2.233,-3.1505,-0.1028,-2.2181,-0.119,-1.0017,-0.8705,-3.1857,-4.6996,-0.5976,-1.6902,-1.1816,-6.632,-1.9607,-5.0959,-2.3245,-2.3609,-2.0669,-2.4969,-1.3479,-2.0899,-1.307,-3.3647,-3.0671
1974.5,-7.1979,-4.325,-5.0511,-6.2822,-4.1864,-2.8896,-4.2117,-4.8558,-4.5322,-3.1521,-3.5122,-5.0536,-2.839,0.4503,-4.9049,-3.2826,-13.5331,-14.1327,-9.9264,-11.3106,-7.9609,-4.5832,-5.1642,-1.0041,1.3435,-4.8884,-4.024,-8.8041,-2.1383,-2.5256,-6.4872,-1.8735
1974.583333,-9.0956,-10.9279,-10.7697,-8.8372,-7.6565,-7.8062,-6.2798,-6.2474,-8.55,-8.7797,-7.8112,-6.8947,-5.5599,-5.7298,-6.0558,-6.9111,-9.7297,-13.7857,-11.2195,-8.9116,-10.2099,-9.1292,-11.4014,-8.4555,-8.9221,-3.368,-6.1591,-4.2471,-7.5848,-6.5129,-7.1133,-6.4998
1974.666667,-11.8923,-8.1962,-7.2627,-11.9348,-8.342,-6.2818,-7.6364,-8.391,-7.0958,-6.4131,-6.5923,-5.0693,-9.2915,-6.1229,-9.7326,-8.638,-19.2585,-11.3886,-14.6976,-16.9432,-5.1675,-10.5379,-5.0358,-10.8465,-7.1085,-4.5557,-7.3314,-9.7078,-4.952,-6.8067,-7.1188,-7.7281
1974.75,17.6374,17.2312,9.4128,11.7497,8.0456,5.8131,8.4868,5.7317,7.6127,8.4569,5.3217,9.1925,7.8992,10.5934,7.5675,10.286,30.5772,21.8286,24.6529,20.3411,20.8534,24.3371,18.6683,15.2971,15.7888,12.7107,18.1818,3.1684,12.3156,8.9274,-1.4813,4.9598
1974.833333,-3.7166,-2.6875,-5.3016,-5.69,-2.7318,-3.6261,-3.9611,-6.0406,-4.6719,-3.2162,-5.4974,-6.3317,-4.559,-6.7827,-8.2636,-9.0196,-1.3785,-3.835,-3.4498,-5.8531,2.4998,-1.9599,-2.8525,-3.8487,0.4131,-4.466,-3.348,-6.074,-2.5344,-4.1419,-4.3004,-5.5967
1974.916667,-6.3818,-5.918,-5.8386,-7.2501,-5.6403,-4.7529,-4.3352,-8.5099,-6.6329,-7.0255,-7.3414,-6.8271,-7.3368,-7.832,-8.6697,-8.6176,-3.0782,-1.7333,-4.1397,-5.377,-2.1292,-2.1569,0.7985,0.5031,-3.6987,1.2763,-1.1127,1.639,-3.7275,-0.9042,2.5424,-4.2731
1975,25.8796,21.0613,26.5502,26.2315,26.6506,24.2253,23.8942,28.3057,29.6761,27.7811,27.0715,30.3547,31.6835,32.0231,33.9839,39.0692,10.958,11.0492,8.2077,11.6522,8.759,11.964,10.5148,13.4415,14.3791,14.2461,17.0453,21.9138,21.481,20.7832,19.5309,20.198
1975.083333,7.5557,7.1315,5.9693,5.5823,5.4243,4.5611,2.7214,-0.6907,6.3139,5.2427,3.8844,0.8322,5.142,2.1105,1.6933,-3.2485,11.1378,7.3962,8.3819,12.2745,2.3315,2.0767,1.4478,4.5314,2.0403,2.997,5.0043,2.4955,3.4744,-0.119,-0.5597,10.231
1975.166667,3.9245,4.574,6.253,9.6537,6.3314,5.8162,4.977,10.4584,5.5431,8.0397,6.4364,11.2152,9.1357,6.4338,11.1172,15.3952,3.5368,6.4289,3.7012,2.1131,3.5131,4.0221,2.7731,1.2093,2.8747,-1.5231,7.0705,1.3357,3.8542,8.5005,7.9098,7.8178
1975.25,4.3116,2.775,6.9634,5.9567,3.8412,1.5289,4.1074,3.1574,3.74,3.487,2.6358,3.4362,4.8615,2.9871,0.6757,3.6289,5.0074,2.0292,4.8084,6.5575,3.5462,5.01,6.1324,7.2012,3.3578,0.4072,5.036,3.4157,4.8822,6.1381,2.0323,9.7233
1975.333333,14.5981,11.6048,7.7854,8.0884,6.7989,7.0529,5.6627,7.4139,12.3254,6.433,6.8129,7.9047,5.6363,5.2388,7.8017,1.7015,7.3587,7.9293,3.8766,4.5995,10.2437,7.058,4.2779,10.2509,5.7415,5.9836,2.7414,6.8243,2.5878,0.8053,2.9029,5.1298
1975.416667,13.1561,6.7302,6.6239,6.4055,10.4791,7.3916,5.7396,8.6361,6.3503,8.6059,7.5767,2.5546,4.7778,6.4826,10.9773,1.0413,6.3165,4.8718,5.9133,0.9992,7.4934,6.3894,7.9271,6.5802,8.5763,4.9791,4.1747,8.2692,7.1042,8.5489,8.8669,6.9849
1975.5,-6.4676,-2.2364,-3.0714,-2.5017,-1.2023,-2.2035,-2.8802,-2.6674,-2.488,-2.0892,-0.7243,-3.5119,-3.5164,-1.507,0.3971,-1.6143,-9.3677,-10.2846,-8.7496,-8.1936,-8.6594,-2.6078,-5.7498,-4.2623,-5.3703,-4.3581,-5.2696,-4.5213,-5.2296,-5.0419,-4.2168,-7.8185
1975.583333,-6.2184,-3.3131,-3.6113,-4.6774,-4.529,-4.3096,-3.97,-5.3762,-5.1735,-5.1893,-5.1464,-5.6172,-8.115,-7.3477,-9.0397,-9.861,-2.8958,-1.7979,-3.6106,-1.9258,-4.0138,-3.4268,-0.9562,0.2311,-3.7697,-1.9384,-2.4258,-1.3215,-1.8254,3.0722,-2.3316,0.2183
1975.666667,-4.2711,-3.1495,-2.5961,-4.311,-5.0924,-3.4288,-3.845,-2.4256,-4.913,-1.5911,-2.9288,-2.0841,-4.8335,-5.2879,-3.0849,-0.2818,-5.3792,-5.2822,-5.8678,-3.7674,-4.5243,-0.4661,-7.0192,-0.4538,-3.0688,-3.0449,-4.1782,-0.1865,-4.0966,-3.5791,-3.6443,-2.7866
1975.75,-2.1121,1.6634,2.1507,2.7587,6.2435,3.4068,1.1208,3.0326,0.7053,2.3439,3.9711,4.4978,2.7719,-0.494,-0.2538,2.2112,8.4471,9.0228,9.088,6.4685,5.694,8.55,7.8771,0.2219,7.1652,5.0461,4.4381,3.1172,7.1924,4.9219,4.8795,2.8861
1975.833333,-2.5967,0.289,2.1829,2.3715,0.6195,2.928,1.2509,4.3043,1.7941,6.3436,5.1612,1.5627,2.5644,4.5595,4.7652,3.1764,5.181,1.6416,1.9896,4.1087,4.8567,4.1991,2.3229,0.0331,4.6942,1.8198,3.2332,2.1449,5.0956,4.6424,4.4459,1.1623
1975.916667,0.1171,-0.0602,-1.9879,-1.2687,-0.1939,0.5097,0.1361,-0.977,-1.0918,-2.3538,-1.4463,1.0729,-0.327,-2.1288,2.4962,0.3165,-6.8612,-3.8013,-2.475,-2.278,-1.1181,0.3766,-0.4955,0.4737,0.1161,-0.1724,1.8314,1.3817,1.1484,-0.7622,-0.4203,2.7654
1976,17.5126,16.3402,14.7174,16.3233,19.9356,17.5234,18.0296,21.3198,24.4999,20.355,22.0733,24.1558,28.2979,25.5245,23.9529,27.4645,7.3375,11.6017,10.3629,11.4195,12.2799,9.2988,14.66,9.9785,10.9126,11.856,17.144,17.472,15.2351,19.7119,21.7088,20.5849
1976.083333,6.43,4.4032,5.2904,7.1007,7.5691,9.1322,6.6307,10.2017,11.2347,9.938,9.1078,10.999,16.1667,15.9471,15.2798,11.4051,0.4504,-4.8512,-3.16,-1.9456,3.9924,2.0073,-0.0826,-0.5562,-0.2134,0.1145,4.5241,1.9062,2.2307,2.2587,3.8239,7.6543
1976.166667,3.5628,2.3516,0.3979,1.1284,1.7548,1.2954,1.7469,3.0401,1.1921,1.4263,-0.684,1.7997,2.8821,1.8915,0.9378,2.5691,4.238,3.999,2.4747,2.9986,3.6049,2.5822,0.8489,4.1521,2.1868,4.0218,1.7453,3.4258,3.9995,0.2619,0.8307,0.9723
1976.25,-0.368,-0.3196,-0.6389,-1.335,-1.2419,-2.7964,-0.0018,-0.9504,-1.7245,-0.5501,0.811,-0.7893,-2.7028,-1.4388,3.1951,-3.6132,-6.3068,-1.2696,-1.2934,-2.9576,-3.6736,0.7796,1.1452,0.2223,0.1035,1.624,-2.1765,1.247,-0.8132,0.1311,-0.3972,-1.9336
