wage,abil,educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18
28.74252,4.295691,17,0,0,1,0,5,12,12,0,3,1,0,1,0,0,1,8.442143,7.438104
12.69451,2.846088,15,0,1,0,0,6,12,12,0,3,1,0,1,0,0,1,7.438104,6.742574
10.3321,3.673685,16,0,1,0,0,9,12,16,1,1,1,0,1,0,0,1,9.400303,9.400303
6.428571,0.6503411,12,0,1,0,0,13,10,14,0,6,0,0,1,0,0,1,9.400303,9.400303
18.26923,3.994273,12,0,1,0,0,14,12,12,1,3,1,0,1,0,0,1,9.400303,9.400303
13.94231,2.687243,12,0,1,0,0,15,12,12,0,7,1,0,1,0,0,1,9.400303,9.400303
11.54734,2.68583,13,0,0,0,1,10,16,16,0,3,1,0,0,1,0,1,7.879335,7.933977
12.03883,2.345575,12,0,0,0,1,12,8,12,0,1,1,0,0,1,0,0,8.355827,7.879335
9.134615,0.6248525,10,0,0,0,1,17,8,5,0,8,0,0,0,1,0,0,8.355827,8.355827
12.20044,0.7989707,12,1,0,0,0,14,12,9,0,2,1,0,0,1,0,0,8.355827,8.355827
7.287449,-2.102885,11,0,0,0,1,16,12,7,0,1,0,0,0,1,0,0,8.355827,8.355827
8.053691,2.257082,14,0,0,0,1,13,16,16,0,4,1,0,0,1,0,1,8.355827,8.355827
8.236101,1.646493,13,0,0,0,1,11,16,16,0,4,1,0,0,1,0,1,8.355827,8.355827
79.43263,2.018142,15,0,0,0,1,12,14,16,0,1,1,0,0,1,0,1,8.355827,8.355827
15.625,1.291923,12,0,0,0,1,16,12,16,0,0,0,0,0,1,0,1,8.355827,8.355827
8.653846,2.278732,10,0,0,0,1,11,13,12,0,3,1,0,0,1,0,1,7.35546,6.922371
11.01322,-2.96027,15,0,0,0,1,8,12,18,1,3,1,0,0,1,0,1,7.597932,7.35546
30.30303,0.8603345,12,0,0,0,1,10,12,14,0,3,1,0,0,1,0,1,7.128922,6.611647
16.47834,4.484144,15,0,0,0,1,10,14,11,0,2,1,0,0,1,0,1,7.520245,7.520245
9.488449,1.79256,15,0,0,0,1,5,12,18,0,2,1,0,0,1,0,1,6.4429,6.633571
14.90385,-0.5578937,13,0,0,0,1,13,14,9,0,2,1,0,0,1,0,1,7.520245,7.520245
5.731754,4.2078,15,0,0,0,1,7,12,12,0,2,1,0,0,1,0,1,7.128922,6.611647
4.326923,-3.920536,8,0,0,0,1,14,10,12,1,5,1,0,0,1,0,1,6.611647,6.4429
19.23077,-1.107142,12,0,0,1,0,11,12,13,0,4,1,0,0,0,1,1,7.597932,7.597932
8.264462,1.769558,11,0,0,0,1,15,11,11,0,3,0,0,0,1,0,1,7.833584,7.833584
8.173077,-1.345357,13,0,0,0,1,9,13,12,1,2,1,0,0,1,0,1,7.597932,7.35546
1.592357,0.0075692,9,0,0,0,1,11,12,12,0,1,1,0,0,1,0,1,6.922371,7.141676
16.05351,-2.14116,9,0,0,0,1,16,12,12,1,2,1,0,0,1,0,1,7.833584,7.833584
8.064516,0.3694806,12,0,0,0,1,12,12,12,0,5,1,0,0,1,0,1,7.833584,7.833584
9.153318,0.8715566,11,0,0,0,1,13,12,12,0,2,1,0,0,1,0,1,7.833584,7.833584
11.07011,1.612364,13,0,0,0,1,10,12,12,1,4,1,0,0,1,0,1,7.833584,7.597932
12.53602,1.003614,15,0,0,0,1,12,11,11,1,4,1,0,0,1,0,0,5.849079,5.849079
11.96302,2.439168,15,0,0,0,1,5,14,17,0,1,1,0,0,1,0,1,5.618809,5.292743
6.802721,-0.8088505,8,0,0,0,1,19,6,3,0,1,0,0,0,1,0,0,4.240583,4.240583
15.38461,3.693538,13,0,0,0,1,14,11,11,0,2,0,0,0,1,0,0,4.240583,4.240583
9.057971,1.306094,12,0,0,0,1,12,8,14,0,5,1,0,0,1,0,1,4.240583,4.240583
28.0112,3.37078,15,0,0,1,0,11,12,8,0,3,1,0,0,1,0,0,4.240583,4.240583
3.586207,-4.91838,12,0,0,0,1,13,8,0,0,0,0,0,0,1,0,1,4.240583,4.240583
7.011866,-3.021013,8,0,0,0,1,19,6,9,1,2,0,0,1,0,0,1,4.240583,4.240583
1.824818,-0.9796699,11,0,0,0,1,16,11,4,0,2,0,0,0,1,0,0,4.240583,4.240583
5.769231,-3.23546,9,0,0,0,1,16,9,3,0,4,0,0,0,1,0,1,4.240583,4.240583
14.38202,1.627817,12,0,0,0,1,14,10,12,0,3,1,0,0,1,0,1,4.240583,4.240583
11.00917,-1.185808,12,0,0,0,1,10,11,12,0,3,1,0,0,1,0,1,5.628096,4.958737
4.601933,-0.3699424,12,0,0,0,1,9,11,12,0,2,1,0,0,1,0,1,5.292743,6.153614
8.990385,1.433774,12,0,0,0,1,9,12,12,0,1,0,0,0,1,0,1,4.958737,5.618809
10.57692,-2.605558,12,0,0,0,1,16,12,12,0,3,1,0,0,1,0,1,4.240583,4.240583
16.82692,1.547025,13,0,0,0,1,11,12,12,0,3,1,0,0,1,0,1,4.240583,4.240583
23.10924,2.608145,14,0,1,0,0,12,12,12,0,1,1,0,0,1,0,1,4.240583,4.240583
17.30769,2.983861,15,0,0,0,1,6,14,20,1,8,1,0,0,1,0,1,4.958737,5.618809
7.445323,2.939816,15,1,0,0,0,9,12,16,0,7,1,1,0,0,0,0,4.240583,4.240583
13.39764,3.430274,15,0,0,0,1,8,12,16,0,7,0,0,0,1,0,1,4.240583,5.628096
5.665025,2.001849,12,0,0,0,1,12,11,11,0,3,1,0,0,1,0,1,4.240583,5.628096
11.23596,3.164538,12,0,0,0,1,14,12,16,0,3,0,0,0,1,0,0,4.240583,4.240583
10.98131,0.7490018,12,0,0,0,1,9,12,10,0,1,1,0,0,1,0,1,5.618809,5.292743
12.5,-0.669571,12,0,0,0,1,15,8,8,0,7,1,0,0,1,0,1,4.240583,4.240583
4.278846,-0.7940337,9,0,0,0,1,11,9,12,0,4,1,0,0,1,0,1,3.895709,7.720351
5.387572,3.344923,12,0,0,0,1,10,12,14,0,2,0,0,0,1,0,1,4.13228,3.895709
16.16815,0.7711733,15,0,0,0,1,12,10,20,0,3,1,0,0,1,0,1,2.088957,2.088957
17.34234,1.18698,15,0,0,0,1,9,10,20,0,3,1,0,0,1,0,1,2.088957,2.088957
1.023529,-4.118346,10,0,0,0,1,13,6,4,1,5,1,0,0,1,0,1,2.088957,2.251239
8.371616,0.6133271,10,0,0,0,1,17,10,10,0,1,1,0,1,0,0,0,2.088957,2.088957
8.333333,0.4242922,12,0,0,0,1,15,12,7,0,3,1,0,0,1,0,1,2.088957,2.088957
9.257951,4.200429,17,0,0,0,1,6,13,17,0,2,1,0,0,1,0,1,2.088957,2.251239
20,2.145633,13,0,0,0,1,15,12,10,0,1,1,0,0,1,0,0,5.556623,5.556623
14.85944,4.155759,15,0,0,0,1,9,12,12,1,1,1,0,0,1,0,0,5.556623,5.556623
32.14286,-0.5995222,12,0,0,0,1,13,6,9,0,1,0,0,0,1,0,1,5.556623,5.556623
17.68868,4.885482,16,0,0,0,1,6,16,16,0,3,1,0,0,1,0,1,6.859587,7.41683
4.674797,3.822263,12,0,0,0,1,13,12,19,0,3,1,0,0,1,0,1,5.556623,5.556623
17.78846,4.353277,13,0,0,0,1,7,14,16,0,3,0,0,0,1,0,1,7.41683,6.986423
6.936416,3.295461,17,0,0,0,1,9,13,12,0,1,1,0,0,1,0,1,5.556623,5.556623
11.21495,1.560619,11,0,0,0,1,11,12,11,0,2,0,0,0,1,0,1,5.703138,6.859587
6.555944,3.863326,13,0,1,0,0,14,12,16,1,9,1,0,0,1,0,1,5.556623,5.556623
5.835962,1.141238,11,0,0,1,0,14,12,13,1,5,1,0,0,0,1,1,7.520245,7.520245
13.87755,2.050756,12,0,0,0,1,13,12,14,0,4,1,0,0,0,1,1,6.057975,6.057975
8.75,3.921175,14,0,1,0,0,10,12,14,0,4,1,0,0,0,1,1,7.520245,7.297766
12.76837,3.519193,12,0,0,1,0,10,12,14,0,4,0,0,0,0,1,1,9.372014,9.454586
5.219207,-0.3280686,12,0,0,1,0,10,12,14,0,3,1,0,0,0,1,1,7.297766,9.372014
17.43119,4.616819,18,0,0,1,0,7,15,8,0,6,1,0,0,0,1,0,6.893555,6.893555
9.519231,4.247675,17,0,0,1,0,4,13,14,0,2,1,0,0,0,1,1,9.372014,9.454586
13.78205,4.010229,15,0,0,1,0,8,12,15,0,3,1,0,0,0,1,1,7.297766,9.372014
16.34615,-0.5271431,10,0,0,1,0,12,12,12,0,3,1,0,0,0,1,1,9.372014,9.454586
13,-0.0153414,12,0,0,1,0,11,11,11,0,3,1,0,0,0,1,1,5.953526,5.834462
10.71429,0.7574296,12,0,0,1,0,9,11,11,0,3,1,0,0,0,1,1,5.140558,5.513926
27.91347,1.165591,12,0,0,1,0,15,12,10,1,7,1,0,0,0,1,1,5.953526,5.953526
21.95122,1.605593,12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,5.513926,5.123376
5.813953,2.866234,12,0,1,0,0,11,12,12,0,3,0,0,0,0,1,1,5.953526,5.834462
5.882353,1.609997,13,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.123376
9.011495,2.133853,12,0,0,1,0,11,12,12,0,5,1,0,0,0,1,1,5.834462,5.05791
61.95745,2.775396,16,0,0,1,0,8,12,8,0,4,1,0,0,0,1,1,5.953526,5.834462
54.60994,3.446674,15,0,0,1,0,12,12,12,0,4,1,0,0,0,1,1,5.953526,5.953526
19.23077,2.159045,16,0,0,1,0,10,14,18,0,2,1,0,0,0,1,1,6.392202,6.392202
15.38461,5.461836,15,0,0,1,0,6,16,14,0,3,1,0,0,0,1,1,5.140558,5.513926
7.450331,1.354732,9,0,0,1,0,11,16,14,0,3,1,0,0,0,1,1,5.513926,5.123376
8.679245,3.805242,14,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.123376
18.04577,5.689522,16,0,0,1,0,5,12,16,0,3,1,0,0,0,1,1,5.140558,5.513926
8.605769,1.751891,12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.140558,5.513926
12.0075,0.956888,12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.140558,5.513926
11.57025,0.7518311,12,0,0,1,0,10,16,16,0,1,1,0,0,0,1,1,5.834462,5.140558
33.33333,2.832816,15,0,0,1,0,12,12,14,0,3,1,0,0,0,1,1,0,0
14.42308,2.561262,10,0,0,1,0,10,12,12,1,3,1,0,0,0,1,1,0.4102407,0.4102407
19.40706,5.545694,16,0,0,1,0,5,18,18,0,1,1,0,0,0,1,1,0.4102407,0.4102407
9.712838,1.859971,12,0,0,1,0,10,12,8,0,3,1,0,0,0,1,1,0,0.4102407
15.86539,2.638179,11,0,0,1,0,11,13,13,0,5,1,0,0,0,1,1,0,0.4102407
15.53254,0.4470317,15,0,0,1,0,7,18,14,1,2,1,0,0,0,1,1,0,0.4102407
13.02932,0.5754567,13,0,0,1,0,10,12,12,0,1,1,0,0,0,1,1,0,0
10.09615,0.6807618,12,0,0,1,0,12,12,12,0,1,0,0,0,0,1,1,0,0
12.67159,3.054833,15,0,0,1,0,11,17,20,0,3,1,0,0,0,1,1,0,0
8.888889,0.8592457,15,1,0,0,0,11,16,16,1,3,1,0,0,0,1,1,0,0
11.11111,2.605501,12,0,0,1,0,9,12,12,0,4,1,0,0,0,1,1,0,0.4102407
4.237288,-0.8543364,10,0,0,1,0,13,12,12,0,3,1,0,0,0,1,1,0,0
20.49427,1.887446,13,0,0,1,0,11,14,12,0,3,1,0,0,0,1,1,0,0
15.38461,4.310818,18,0,0,1,0,9,15,16,0,5,1,1,0,0,0,1,0,0
11.67883,1.774927,12,0,0,1,0,9,13,20,0,2,1,0,0,0,1,1,0,0.4102407
4.394939,0.2907195,8,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,8.62873,8.62873
2.030457,-1.271899,10,0,0,0,1,11,12,10,1,2,1,0,0,0,1,1,7.297766,7.297766
6.722689,3.666187,12,0,0,1,0,10,14,20,0,3,1,0,0,0,1,1,0,0
28.84615,1.433428,14,0,0,1,0,12,11,11,0,0,1,0,0,0,1,1,0,0
1.644144,-2.790129,12,0,0,1,0,13,12,14,1,5,1,0,0,0,1,1,0,0
11.95402,3.123209,12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,0.4102407,0.4102407
4.897959,3.279637,12,0,0,0,1,11,13,15,0,1,0,0,0,0,1,1,0,0
15.97633,3.099788,12,0,0,1,0,11,12,12,0,1,1,0,0,0,1,1,0,0
4.310345,-0.1814499,12,0,0,1,0,11,12,14,1,3,1,0,0,0,1,1,0,7.720351
4.778846,4.23855,12,0,0,1,0,9,12,16,0,5,1,0,0,0,1,1,0.4102407,0.4102407
9.252669,1.802781,12,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,0,0
22.00261,4.080197,16,0,0,1,0,11,14,16,0,1,1,0,0,0,1,1,0,0
56,3.105009,18,0,0,1,0,9,16,16,0,3,1,0,0,0,1,1,10.06877,10.06877
9,3.551937,16,0,0,1,0,5,12,13,1,2,1,0,0,0,1,1,0.4102407,0.4102407
8.653846,2.195612,12,0,0,1,0,15,18,20,0,5,1,0,0,0,1,1,0,0
11.73512,0.2875164,12,1,0,0,0,14,12,12,0,5,0,1,0,0,0,1,12.38751,12.38751
9.134233,4.371116,12,1,0,0,0,10,10,12,0,1,0,1,0,0,0,1,12.36305,11.96709
5.769231,-1.130523,12,1,0,0,0,9,8,8,0,3,0,1,0,0,0,1,11.96709,12.39135
11.65791,1.532009,12,1,0,0,0,11,12,12,0,2,0,1,0,0,0,1,12.38751,12.36305
3.556853,-3.292768,12,1,0,0,0,12,8,9,1,3,0,1,0,0,0,1,12.38751,12.38751
5.288462,1.042725,12,1,0,0,0,10,8,9,1,3,0,1,0,0,0,1,12.36305,11.96709
5.836576,-1.592035,12,1,0,0,0,9,8,9,1,3,0,1,0,0,0,1,11.96709,12.39135
7,1.254746,12,1,0,0,0,12,12,12,1,2,0,1,0,0,0,1,12.38751,12.38751
9.574468,1.506882,13,1,0,0,0,9,12,14,0,3,0,1,0,0,0,1,12.36305,11.96709
17.09402,3.658343,13,1,0,0,0,12,12,12,0,1,0,1,0,0,0,1,12.38751,12.38751
7.692307,-1.276887,12,1,0,0,0,14,10,9,0,3,0,1,0,0,0,1,12.38751,12.38751
13.46154,0.1500415,12,1,0,0,0,14,11,11,0,2,0,1,0,0,0,0,12.38751,12.38751
18.42105,2.281181,12,1,0,0,0,14,12,12,1,2,0,1,0,0,0,0,11.15503,11.15503
8.031552,3.316141,18,0,0,0,1,9,16,16,0,2,0,1,0,0,0,0,11.15503,11.15503
17.89709,2.195858,12,1,0,0,0,12,12,12,0,2,0,1,0,0,0,0,11.15503,11.15503
12.01923,-3.348253,12,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,11.15503,11.15503
12.01923,3.242872,13,1,0,0,0,12,13,13,0,5,1,1,0,0,0,0,11.15503,11.15503
14.81481,2.818164,12,1,0,0,0,15,12,17,0,5,1,1,0,0,0,1,11.15503,11.15503
10.62925,-0.8716548,12,1,0,0,0,15,12,8,1,3,0,1,0,0,0,1,11.15503,11.15503
8.928572,3.549903,12,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,9.349703,10.44435
8.204412,1.19677,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,8.826549,9.349703
12.45529,0.1726276,13,0,1,0,0,7,12,12,0,2,1,0,1,0,0,1,9.349703,10.44435
16.02564,2.96449,12,0,1,0,0,15,12,10,0,2,1,0,1,0,0,0,9.692757,9.692757
4.909091,1.16373,12,0,1,0,0,12,12,12,0,3,1,0,1,0,0,0,9.692757,9.692757
3.75,-1.544743,12,0,1,0,0,13,17,17,0,1,1,0,1,0,0,0,9.692757,9.692757
4.599816,-1.907367,9,0,0,1,0,13,12,4,1,4,1,0,1,0,0,1,9.417682,8.826549
8.566533,-0.6717932,12,0,1,0,0,9,12,3,1,4,1,0,1,0,0,1,8.826549,9.349703
4,1.676199,12,0,1,0,0,15,9,12,0,2,1,0,0,1,0,1,9.692757,9.692757
8.99654,1.502292,12,0,1,0,0,12,12,12,1,6,0,0,1,0,0,1,9.692757,9.692757
5.792125,-4.671546,11,0,1,0,0,11,12,12,0,7,1,0,1,0,0,1,8.826549,9.349703
13.98601,1.256148,15,0,1,0,0,7,16,12,0,2,1,0,1,0,0,1,9.417682,8.826549
11.37821,4.611488,14,0,1,0,0,9,12,12,0,0,1,0,1,0,0,1,9.417682,8.826549
22.42152,3.421192,18,0,0,1,0,9,16,18,0,1,1,0,1,0,0,1,9.692757,9.692757
8.008008,2.331033,12,0,1,0,0,12,12,14,0,3,1,0,1,0,0,1,9.692757,9.692757
4.464286,-2.723303,12,0,1,0,0,8,7,8,1,5,1,0,1,0,0,1,10.44435,10.25602
8.136095,2.318096,12,0,1,0,0,12,12,9,0,3,1,0,1,0,0,1,9.692757,9.692757
7.639257,0.561839,12,0,1,0,0,8,12,11,0,3,1,0,1,0,0,1,9.349703,10.44435
8.888889,-0.8755597,12,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,9.349703,10.44435
14.45221,4.612123,15,0,1,0,0,10,17,20,0,1,1,0,1,0,0,1,9.692757,9.692757
6.756757,2.301214,12,0,1,0,0,12,11,11,0,6,1,0,0,0,1,1,9.692757,9.692757
5.392157,-3.717161,11,0,1,0,0,10,12,14,1,2,1,0,1,0,0,1,8.826549,9.349703
6.00781,-0.4978274,12,0,1,0,0,8,12,15,1,2,1,0,1,0,0,1,9.349703,10.44435
9.61183,2.156143,12,0,0,0,1,9,12,12,0,1,1,0,1,0,0,1,8.826549,9.349703
22.11539,4.674943,17,0,1,0,0,6,13,17,0,1,1,0,1,0,0,1,9.417682,8.826549
7.462687,2.589753,14,0,1,0,0,9,12,12,0,5,1,0,1,0,0,1,9.417682,8.826549
11.56195,2.555838,17,0,1,0,0,10,6,13,0,11,0,0,1,0,0,0,9.692757,9.692757
8.653846,0.6081511,12,0,1,0,0,8,13,8,1,4,0,0,1,0,0,1,10.44435,10.25602
15.38461,4.773034,16,0,0,1,0,9,10,12,0,4,1,0,1,0,0,0,9.692757,9.692757
12.52234,1.716254,12,0,1,0,0,14,12,12,0,3,0,0,1,0,0,1,10.34033,10.34033
42.78075,1.577286,16,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,10.34033,10.34033
20.59829,2.391718,12,0,1,0,0,15,10,12,0,6,0,0,1,0,0,1,10.34033,10.34033
5.079365,2.053737,12,0,1,0,0,14,11,11,0,8,0,0,1,0,0,1,10.34033,10.34033
7.408863,-0.001763,12,0,1,0,0,14,12,12,0,6,0,0,1,0,0,1,10.34033,10.34033
12.3476,1.813796,11,0,1,0,0,13,12,12,0,6,0,0,1,0,0,1,10.34033,9.755371
20.28869,2.209221,12,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,10.34033,10.34033
16.20085,-0.3350346,15,0,1,0,0,12,12,12,0,4,1,0,1,0,0,1,10.34033,10.34033
13.63506,-0.002955,12,0,1,0,0,13,12,12,0,4,0,0,1,0,0,1,10.34033,10.34033
11.7125,4.820545,12,0,1,0,0,15,12,10,0,3,0,0,1,0,0,1,10.34033,10.34033
9.855769,1.435404,12,0,1,0,0,14,12,12,0,1,0,0,1,0,0,1,10.34033,10.34033
7.723577,-3.479519,11,0,0,0,1,14,10,10,0,2,0,0,0,1,0,1,5.932637,5.932637
10.57692,1.327745,12,0,0,0,1,15,12,12,0,2,0,0,0,1,0,1,5.932637,5.932637
6.25,0.4370909,11,0,0,0,1,16,11,6,0,4,0,0,0,1,0,1,5.932637,5.932637
28.73563,0.6343608,12,0,0,0,1,14,12,10,0,0,0,0,0,1,0,1,5.932637,5.932637
8.833333,3.475097,15,0,0,0,1,9,14,14,0,2,0,0,0,1,0,1,5.932637,5.932637
9.615385,2.468759,12,0,0,0,1,12,12,11,0,0,0,0,0,1,0,0,2.444079,2.444079
15.81197,0.6314005,13,0,0,0,1,12,12,12,1,2,1,0,0,1,0,0,2.444079,2.444079
7.591837,0.126079,12,0,0,0,1,15,10,11,0,1,0,0,0,1,0,1,2.444079,2.444079
6.25,-1.987227,8,0,0,0,1,19,12,6,0,2,0,0,0,1,0,1,2.444079,2.444079
6.560773,2.07952,12,0,0,0,1,12,14,9,0,2,0,0,0,1,0,1,2.444079,2.444079
22.70299,4.739634,16,0,0,0,1,11,12,10,0,1,1,0,0,1,0,0,2.444079,2.444079
6.973958,4.640319,15,0,0,0,1,12,12,18,0,2,1,0,0,1,0,0,2.444079,2.444079
8.894231,1.132934,12,0,0,0,1,13,15,12,0,1,0,0,0,1,0,1,2.444079,2.444079
13.71877,2.54978,15,0,0,0,1,12,18,16,0,3,1,0,0,1,0,1,7.520245,7.520245
24.51923,3.945472,16,0,0,0,1,10,16,16,0,5,1,0,0,1,0,0,7.833584,7.833584
18.33962,4.466293,16,0,0,0,1,7,16,16,0,5,1,0,0,1,0,1,7.833584,7.597932
1.877682,0.9550086,12,0,0,0,1,15,12,12,0,3,1,0,0,1,0,1,7.833584,7.833584
11.05769,-1.708799,9,0,0,0,1,14,9,9,0,5,1,0,0,1,0,1,7.597932,7.35546
20,4.590547,14,0,0,0,1,12,12,12,0,2,1,0,0,1,0,1,7.833584,7.833584
12.71503,2.782503,12,0,0,0,1,16,10,9,0,1,0,0,0,1,0,1,8.355827,8.355827
5.42571,-1.039836,9,0,0,0,1,12,8,8,0,6,1,0,0,1,0,1,7.35546,6.922371
11.1532,1.815351,9,0,0,0,1,16,15,13,1,5,1,0,0,1,0,1,7.833584,7.833584
8,-0.5182638,9,0,0,0,1,15,10,12,0,2,0,0,0,1,0,1,7.582914,7.260242
11.67883,2.79487,14,0,0,0,1,12,10,12,0,3,1,0,0,1,0,1,7.833584,7.833584
14.03181,2.39257,14,0,0,0,1,8,12,12,0,1,1,0,0,1,0,1,7.597932,7.35546
6.730769,2.23879,15,0,0,0,1,10,16,13,1,3,1,0,1,0,0,1,7.833584,7.833584
14.85569,-0.0683516,10,0,0,0,1,14,9,7,0,4,1,0,0,1,0,0,7.833584,7.833584
8.695652,2.906546,12,0,0,0,1,15,12,10,0,1,1,0,0,1,0,1,7.833584,7.833584
14.42308,3.751399,12,0,0,0,1,12,12,12,0,3,0,0,0,1,0,1,7.833584,7.597932
18.3908,-1.930277,12,0,0,0,1,10,12,12,0,1,1,0,0,1,0,1,7.597932,7.35546
11.03231,1.337225,10,0,0,0,1,12,12,12,1,3,1,0,0,1,0,1,7.597932,7.35546
10.46901,2.025904,12,0,0,1,0,8,12,10,0,1,1,0,0,0,1,1,0.4102407,0.4102407
10.57692,-0.3630699,12,0,0,1,0,10,11,12,0,3,1,0,0,0,1,1,0,0.4102407
10.17115,2.09653,12,0,0,1,0,8,11,12,0,3,1,0,0,0,1,1,0.4102407,0.4102407
4.180602,1.03112,11,0,0,0,1,13,12,12,1,3,1,0,0,1,0,1,0,5.272789
2.392344,2.29443,10,0,0,0,1,13,12,12,1,3,1,0,0,0,1,1,4.13228,4.13228
9.285714,0.4491573,12,0,0,1,0,15,12,12,0,3,1,0,0,0,1,1,0,0
12.7193,1.740025,12,1,0,0,0,10,12,10,0,1,1,0,0,0,1,1,0,0.4102407
12.72578,-0.5404299,12,0,0,1,0,16,12,12,0,2,1,0,0,0,1,1,0,0
15.86539,-0.5419042,12,0,0,1,0,14,16,12,0,5,1,0,0,0,1,1,0,0
15.76763,4.42769,12,0,0,0,1,11,12,15,1,2,0,0,0,0,1,1,0,1.651336
12.9199,0.1994572,13,0,0,1,0,15,12,12,1,3,1,0,0,0,1,1,0,0
4.901923,1.632355,12,0,1,0,0,14,12,9,0,5,0,0,1,0,0,0,10.34033,10.34033
21.63461,5.284061,20,1,0,0,0,4,16,18,0,2,1,1,0,0,0,0,10.34033,10.34033
10.41667,3.507412,12,0,1,0,0,13,12,12,1,2,1,0,1,0,0,1,10.34033,10.34033
7.837838,0.4723388,12,0,1,0,0,15,12,12,0,2,0,0,1,0,0,0,10.34033,10.34033
4.644682,2.014192,12,0,1,0,0,13,12,6,0,3,0,0,1,0,0,0,10.34033,10.34033
12.09677,5.01182,14,0,0,1,0,13,14,12,0,4,1,0,1,0,0,0,10.34033,10.34033
8.826125,4.403708,12,0,1,0,0,12,15,13,0,4,0,0,1,0,0,0,10.34033,10.34033
8.908686,2.771295,13,0,1,0,0,13,12,12,0,4,1,0,1,0,0,1,11.28037,11.28037
10.55743,2.79181,16,0,1,0,0,8,12,12,0,4,0,0,1,0,0,1,14.16312,14.16312
5.732408,-0.984046,8,0,1,0,0,18,12,15,1,4,0,0,0,0,1,1,14.16312,14.16312
5.925926,0.7963127,12,0,1,0,0,15,12,12,0,1,0,0,1,0,0,0,14.16312,14.16312
6.232295,1.471273,12,0,1,0,0,12,10,12,0,2,0,0,1,0,0,0,14.16312,14.16312
13.56875,4.75353,13,0,1,0,0,13,14,17,0,3,0,0,1,0,0,1,14.16312,14.16312
11.45038,2.242063,13,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,14.16312,14.16312
11.35903,1.923339,12,0,1,0,0,14,12,12,0,2,0,0,1,0,0,0,14.16312,14.16312
1.927525,3.810174,15,0,1,0,0,9,12,12,0,2,0,0,1,0,0,0,6.705548,6.705548
18.3121,-1.07641,12,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,6.705548,6.705548
7.211538,1.991148,12,0,1,0,0,14,12,12,0,4,0,0,1,0,0,1,6.705548,6.705548
8.708273,2.203011,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,6.705548,6.705548
4.803922,0.4569405,12,0,1,0,0,8,8,8,1,4,1,0,1,0,0,1,7.356897,7.748579
3.296703,1.39177,11,0,1,0,0,13,12,12,0,1,0,0,1,0,0,0,6.705548,6.705548
2.144559,4.029147,14,0,1,0,0,13,12,9,0,2,0,0,1,0,0,1,6.705548,6.705548
10.05366,1.559833,12,0,1,0,0,11,8,8,0,3,1,0,1,0,0,1,6.022065,5.504197
13.02083,3.397067,12,0,1,0,0,10,12,12,0,5,1,0,1,0,0,1,6.022065,5.504197
4.45576,-1.544608,8,0,0,0,1,12,8,2,0,12,0,0,1,0,0,1,5.693727,5.956101
12.29508,3.612122,12,0,0,0,1,14,10,12,1,5,0,0,0,1,0,1,5.932637,5.932637
25.48077,2.021104,13,0,0,0,1,13,12,10,0,3,1,0,0,1,0,0,5.932637,5.932637
8.661417,2.82621,13,0,0,0,1,13,11,12,0,2,0,0,0,1,0,0,5.932637,5.932637
4.375,3.881803,12,0,0,1,0,12,12,12,0,3,1,0,0,1,0,0,5.932637,5.327934
10.59696,4.112073,16,0,0,0,1,8,12,12,0,1,0,0,0,1,0,1,5.932637,5.932637
23.49039,4.879282,15,0,0,0,1,10,15,15,0,4,1,0,0,1,0,1,2.088957,2.088957
11.21795,3.326649,20,0,0,0,1,6,18,19,0,2,1,0,1,0,0,0,2.088957,2.088957
6.395349,0.7196631,12,0,0,0,1,13,11,5,0,1,0,0,0,1,0,1,6.26687,6.26687
22.61905,1.331188,12,0,0,0,1,15,11,4,0,2,0,0,0,1,0,0,6.26687,6.26687
8,1.725609,12,0,0,0,1,14,11,12,0,2,0,0,0,1,0,1,6.26687,6.26687
5.516667,-2.445959,9,0,0,0,1,18,11,5,0,1,0,0,0,1,0,1,6.26687,6.26687
12.5,3.124623,14,0,0,0,1,13,4,7,0,5,0,0,0,1,0,0,4.240583,4.240583
9.340659,-2.091483,12,0,0,0,1,12,9,9,0,3,0,0,0,1,0,0,4.240583,5.628096
11.83432,3.342044,15,0,0,0,1,10,12,12,0,4,0,0,0,1,0,0,4.240583,4.240583
